,name,author,year_birth,year_death,popularity,subjects_list,graph_size,central_graph_size,fluidity_total,fluidity_central,subjects_list_separated,category_community,similarity_community,graph_size_ratio,main_character_importance,second_character_importance,main_character,second_character
1295,Hannibal,Jacob Abbott,1803,1879,99,"['Carthage (Extinct city) -- History -- Juvenile literature', 'Generals -- Tunisia -- Carthage (Extinct city) -- Biography -- Juvenile literature', 'Hannibal, 247 B.C.-182 B.C. -- Juvenile literature', 'Punic War, 2nd, 218-201 B.C. -- Juvenile literature', 'Rome -- History -- Republic, 265-30 B.C. -- Juvenile literature']",44,5,136,361,"['Punic War, 2nd, 218-201 B.C.', 'Juvenile literature', 'Generals', 'History', 'Hannibal, 247 B.C.-182 B.C.', 'Rome', 'Republic, 265-30 B.C.', 'Biography', 'Tunisia', 'Carthage (Extinct city)']",-1,21,0.11363636363636363,0.27416624497390746,0.07213506801928049,Hannibal,Fabius
1296,History of Julius Caesar,Jacob Abbott,1803,1879,193,"['Caesar, Julius', 'Rome -- History -- Republic, 265-30 B.C.']",69,3,211,583,"['History', 'Rome', 'Caesar, Julius', 'Republic, 265-30 B.C.']",-1,21,0.043478260869565216,0.2839640262249104,0.14809147714545648,Caesar,Pompey
1297,History of King Charles II of England,Jacob Abbott,1803,1879,193,"['Caesar, Julius', 'Rome -- History -- Republic, 265-30 B.C.']",79,7,222,870,"['History', 'Rome', 'Caesar, Julius', 'Republic, 265-30 B.C.']",-1,21,0.08860759493670886,0.24205292917680882,0.0806225028170995,Charles,Henrietta
1298,Jonas on a Farm in Winter,Jacob Abbott,1803,1879,15,"['Animals -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Farm life -- Juvenile fiction', 'Obedience -- Juvenile fiction']",27,3,81,97,"['Farm life', 'Juvenile fiction', 'Animals', 'Boys', 'Obedience', 'Conduct of life']",8,21,0.1111111111111111,0.3004942315695193,0.15127209597961952,Jonas,Oliver
1299,King Alfred of England,Jacob Abbott,1803,1879,66,"['Alfred, King of England, 849-899 -- Juvenile literature', 'Great Britain -- History -- Alfred, 871-899 -- Juvenile literature']",100,13,245,751,"['Alfred, King of England, 849-899', 'Great Britain', 'Alfred, 871-899', 'History', 'Juvenile literature']",-1,21,0.13,0.15409849733787792,0.054285493850189624,Alfred,Saxon
1300,Marco Paul's Voyages and Travels; Vermont,Jacob Abbott,1803,1879,20,['Vermont -- Description and travel -- Juvenile literature'],21,2,90,239,"['Vermont', 'Juvenile literature', 'Description and travel']",-1,21,0.09523809523809523,0.4007481754503444,0.15342396060997907,Marco,James
1301,Margaret of Anjou,Jacob Abbott,1803,1879,35,"['Great Britain -- History -- Henry VI, 1422-1461', 'Margaret, of Anjou, Queen, consort of Henry VI, King of England, 1430-1482']",78,4,234,892,"['Great Britain', 'History', 'Margaret, of Anjou, Queen, consort of Henry VI, King of England, 1430-1482', 'Henry VI, 1422-1461']",-1,21,0.05128205128205128,0.20578055369671844,0.18853672217450773,Margaret,Isabella
1302,Mary Erskine,Jacob Abbott,1803,1879,17,"[""Children\\'s stories"", 'Country life -- Juvenile fiction', 'Death -- Juvenile fiction', 'Education -- Juvenile fiction', 'Home economics -- Juvenile fiction', 'Literacy -- Juvenile fiction', 'Missing children -- Juvenile fiction', 'Orphanages -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Widows -- Juvenile fiction', 'Wills -- Juvenile fiction']",28,4,113,154,"[""Children\\'s stories"", 'Country life', 'Literacy', 'Orphanages', 'Education', 'Orphans', 'Wills', 'Home economics', 'Death', 'Widows', 'Missing children', 'Juvenile fiction']",4,21,0.14285714285714285,0.22170374166578385,0.18630002794350398,Mary Erskine,Mary Bell
1303,Mary Queen of Scots,Jacob Abbott,1803,1879,100,"['Mary, Queen of Scots, 1542-1587']",89,5,310,727,"['Mary, Queen of Scots, 1542-1587']",-1,21,0.056179775280898875,0.28036098941252385,0.0845909418822802,Mary,Darnley
1304,Nero,Jacob Abbott,1803,1879,57,"['Nero, Emperor of Rome, 37-68', 'Rome -- History -- Nero, 54-68']",76,8,242,737,"['History', 'Rome', 'Nero, 54-68', 'Nero, Emperor of Rome, 37-68']",-1,21,0.10526315789473684,0.2496801546111034,0.10815341971706696,Nero,Agrippina
1305,Peter the Great,Jacob Abbott,1803,1879,86,"['Peter I, Emperor of Russia, 1672-1725', 'Russia -- History -- Peter I, 1689-1725']",59,5,195,538,"['History', 'Russia', 'Peter I, 1689-1725', 'Peter I, Emperor of Russia, 1672-1725']",-1,21,0.0847457627118644,0.2281906936737949,0.10233481937453422,Peter,Alexis
1306,Pyrrhus,Jacob Abbott,1803,1879,60,"['Pyrrhus, King of Epirus, 318 B.C.-272 B.C.']",97,11,290,738,"['Pyrrhus, King of Epirus, 318 B.C.-272 B.C.']",-1,21,0.1134020618556701,0.1720063796102746,0.08268660584572263,Pyrrhus,Alexander
1307,Queen Elizabeth,Jacob Abbott,1803,1879,163,"['Elizabeth I, Queen of England, 1533-1603', 'Great Britain -- History -- Elizabeth, 1558-1603']",75,4,222,554,"['Great Britain', 'History', 'Elizabeth I, Queen of England, 1533-1603', 'Elizabeth, 1558-1603']",-1,21,0.05333333333333334,0.22336165137842076,0.19118749181561157,Elizabeth,Mary
1308,Richard I,Jacob Abbott,1803,1879,51,"['Great Britain -- Kings and rulers -- Biography', 'Richard I, King of England, 1157-1199']",76,7,286,654,"['Great Britain', 'Biography', 'Kings and rulers', 'Richard I, King of England, 1157-1199']",-1,21,0.09210526315789473,0.24238985225262968,0.08758414973680251,Richard,Philip
1309,Richard II,Jacob Abbott,1803,1879,48,"['Great Britain -- History -- Richard III, 1483-1485', 'Richard III, King of England, 1452-1485']",112,10,317,904,"['Great Britain', 'History', 'Richard III, King of England, 1452-1485', 'Richard III, 1483-1485']",-1,35,0.08928571428571429,0.14948083425751518,0.14560748547910046,Edward,Richard
1310,Richard III,Jacob Abbott,1803,1879,48,"['Great Britain -- History -- Richard III, 1483-1485', 'Richard III, King of England, 1452-1485']",81,4,268,584,"['Great Britain', 'History', 'Richard III, King of England, 1452-1485', 'Richard III, 1483-1485']",-1,21,0.04938271604938271,0.32228761884631707,0.08623412837587516,Richard,Henry
1311,Rollo at Play,Jacob Abbott,1803,1879,27,"['Amusements -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Play -- Juvenile fiction']",21,3,74,75,"['Juvenile fiction', 'Children', 'Country life', 'Amusements', 'Play', 'Conduct of life']",18,21,0.14285714285714285,0.2880936081388595,0.1810742131342142,Rollo,Jonas
1312,Rollo at Work,Jacob Abbott,1803,1879,12,"['Children -- Conduct of life -- Juvenile fiction', 'Farm life -- Juvenile fiction']",21,3,88,140,"['Juvenile fiction', 'Children', 'Conduct of life', 'Farm life']",18,21,0.14285714285714285,0.2702635406556994,0.12683607232126798,Rollo,Jonas
1313,Rollo in Geneva,Jacob Abbott,1803,1879,4,['Geneva (Switzerland) -- Description and travel'],53,8,143,443,"['Geneva (Switzerland)', 'Description and travel']",-1,21,0.1509433962264151,0.24469663335601696,0.0548938791067597,Rollo,Lucia
1314,Rollo in Holland,Jacob Abbott,1803,1879,12,['Netherlands -- Juvenile fiction'],53,5,141,397,"['Juvenile fiction', 'Netherlands']",-1,21,0.09433962264150944,0.21055290528699522,0.17192611378621753,George,Rollo
1315,Rollo in London,Jacob Abbott,1803,1879,12,['London (England) -- Juvenile fiction'],33,2,71,220,"['London (England)', 'Juvenile fiction']",18,21,0.06060606060606061,0.338322473969684,0.3310029523485557,Rollo,George
1316,Rollo in Naples,Jacob Abbott,1803,1879,19,"['Conduct of life -- Juvenile fiction', 'Naples (Italy) -- Description and travel -- Juvenile literature', 'Pompeii (Extinct city) -- Description and travel -- Juvenile literature', 'Uncles -- Juvenile fiction', 'Vesuvius (Italy) -- Description and travel -- Juvenile literature']",45,4,128,299,"['Naples (Italy)', 'Juvenile fiction', 'Uncles', 'Pompeii (Extinct city)', 'Vesuvius (Italy)', 'Conduct of life', 'Juvenile literature', 'Description and travel']",18,21,0.08888888888888889,0.1919038302648646,0.17080236192021675,Rollo,George
1317,Rollo in Paris,Jacob Abbott,1803,1879,7,['Paris (France) -- Description and travel'],16,2,57,51,"['Paris (France)', 'Description and travel']",-1,21,0.125,0.34429587478436047,0.18820794758550452,Rollo,George
1318,Rollo in Rome,Jacob Abbott,1803,1879,13,"['Conduct of life -- Juvenile fiction', 'Rome (Italy) -- Description and travel', 'Uncles -- Juvenile fiction']",39,3,104,322,"['Conduct of life', 'Rome (Italy)', 'Uncles', 'Juvenile fiction', 'Description and travel']",18,21,0.07692307692307693,0.3076320607697086,0.18120860684601445,Rollo,George
1319,Rollo in Scotland,Jacob Abbott,1803,1879,8,['Scotland -- Description and travel -- Juvenile literature'],60,3,188,569,"['Scotland', 'Juvenile literature', 'Description and travel']",-1,21,0.05,0.18496727243781427,0.1824406276779511,George,Waldron
1320,Rollo in Switzerland,Jacob Abbott,1803,1879,24,['Switzerland -- Description and travel -- Juvenile literature'],24,2,58,143,"['Switzerland', 'Juvenile literature', 'Description and travel']",-1,21,0.08333333333333333,0.39596065987614115,0.3334786992024839,Rollo,George
1321,Rollo in the Woods,Jacob Abbott,1803,1879,10,"['Children -- Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Cousins -- Juvenile fiction']",7,2,55,60,"['Cousins', 'Children', 'Country life', 'Conduct of life', 'Juvenile fiction']",18,21,0.2857142857142857,0.3605656488972443,0.2688377177566538,Rollo,Jonas
1322,Rollo on the Atlantic,Jacob Abbott,1803,1879,29,['Voyages and travels -- Juvenile literature'],40,5,122,334,"['Voyages and travels', 'Juvenile literature']",-1,21,0.125,0.23269293761809035,0.10217318049834812,Rollo,Jane
1323,Rollo on the Rhine,Jacob Abbott,1803,1879,14,['Rhineland (Germany) -- Description and travel -- Juvenile literature'],41,4,98,311,"['Juvenile literature', 'Description and travel', 'Rhineland (Germany)']",-1,21,0.0975609756097561,0.22973843847117115,0.20120090300919571,Rollo,George
1324,Rollo's Experiments,Jacob Abbott,1803,1879,45,['Natural history -- Juvenile literature'],17,2,78,55,"['Natural history', 'Juvenile literature']",-1,21,0.11764705882352941,0.3882258952825861,0.16192265388315813,Rollo,Jonas
1325,Rollo's Museum,Jacob Abbott,1803,1879,9,['Natural history -- Juvenile literature'],28,4,114,171,"['Natural history', 'Juvenile literature']",-1,21,0.14285714285714285,0.2741542691865815,0.12233953006523972,Rollo,Jonas
1326,Romulus,Jacob Abbott,1803,1879,27,"['Rome -- History -- To 510 B.C.', 'Romulus, King of Rome']",82,15,216,637,"['History', 'Rome', 'To 510 B.C.', 'Romulus, King of Rome']",-1,17,0.18292682926829268,0.09409387414371227,0.07251349885364677,Romulus,Æneas
1327,Stuyvesant,Jacob Abbott,1803,1879,5,['Country life -- Juvenile fiction'],25,3,120,209,"['Country life', 'Juvenile fiction']",18,21,0.12,0.2833569933387176,0.17547615591867155,Phonny,Wallace
1328,The Teacher,Jacob Abbott,1803,1879,27,"['Moral education', 'Teaching']",51,12,84,304,"['Teaching', 'Moral education']",-1,17,0.23529411764705882,0.08595371252477445,0.05566246881294414,James,William
1329,William the Conqueror,Jacob Abbott,1803,1879,59,"['Great Britain -- History -- William I, 1066-1087', 'Kings, queens, rulers, etc.', 'Military history, Medieval', 'Normans -- England', 'William I, King of England, 1027 or 8-1087']",87,6,292,741,"['History', 'England', 'Kings, queens, rulers, etc.', 'William I, King of England, 1027 or 8-1087', 'William I, 1066-1087', 'Great Britain', 'Normans', 'Military history, Medieval']",-1,21,0.06896551724137931,0.2606320564036256,0.07804120764601648,William,Robert
1330,Xerxes,Jacob Abbott,1803,1879,58,"['Iran -- History -- To 640', 'Xerxes I, King of Persia, 519 B.C.-465 B.C. or 464 B.C.']",62,8,190,734,"['History', 'To 640', 'Xerxes I, King of Persia, 519 B.C.-465 B.C. or 464 B.C.', 'Iran']",-1,21,0.12903225806451613,0.14377041074170696,0.08159532536459836,Xerxes,Darius
1331,Goblin Tales of Lancashire,James Bowker,1901,1983,75,"['Fairy tales -- England -- Lancashire', 'Folklore -- England -- Lancashire', 'Goblins -- England -- Lancashire']",200,54,378,894,"['England', 'Lancashire', 'Fairy tales', 'Goblins', 'Folklore']",-1,17,0.27,0.042451494501008075,0.026274033074972395,Adam,Robin
1332,A Residence in France,James Fenimore Cooper,1789,1851,22,"['France -- Description and travel', 'Germany -- Description and travel', 'Switzerland -- Description and travel']",295,61,702,1032,"['Switzerland', 'France', 'Germany', 'Description and travel']",60,35,0.20677966101694914,0.035848754034306804,0.03176692789070923,Duke,Lafayette
1333,Afloat And Ashore,James Fenimore Cooper,1789,1851,65,"['Adventure stories', 'Autobiographical fiction', 'Bildungsromans', 'Merchant mariners -- Fiction', 'Napoleonic Wars, 1800-1815 -- Fiction', 'Sea stories', 'Seafaring life -- Fiction', 'Young men -- Fiction']",236,10,612,1455,"['Merchant mariners', 'Autobiographical fiction', 'Young men', 'Adventure stories', 'Sea stories', 'Seafaring life', 'Bildungsromans', 'Fiction', 'Napoleonic Wars, 1800-1815']",34,21,0.0423728813559322,0.1412520836185374,0.08743751818615059,Lucy,Miles
1334,Autobiography of a Pocket-Hankerchief,James Fenimore Cooper,1789,1851,27,"['Fables', 'Handkerchiefs -- Fiction']",109,11,317,918,"['Fiction', 'Handkerchiefs', 'Fables']",34,35,0.10091743119266056,0.10041802752743557,0.07612260876317488,Adrienne,Monson
1335,Home as Found,James Fenimore Cooper,1789,1851,42,['United States -- Social life and customs -- Fiction'],227,15,734,1413,"['United States', 'Social life and customs', 'Fiction']",13,21,0.06607929515418502,0.12474846928964964,0.06319952154340232,John Effingham,Paul
1336,Homeward Bound,James Fenimore Cooper,1789,1851,48,"['Ocean travel -- Fiction', 'Pirates -- Fiction', 'Sea stories']",163,9,527,1014,"['Sea stories', 'Pirates', 'Ocean travel', 'Fiction']",34,21,0.05521472392638037,0.1050148688811875,0.08509051923676653,John Effingham,Dodge
1337,Jack Tier or The Florida Reef,James Fenimore Cooper,1789,1851,43,"['Florida -- Fiction', 'Historical fiction', 'Mexican War, 1846-1848 -- Fiction', 'Sea stories']",128,5,457,858,"['Mexican War, 1846-1848', 'Historical fiction', 'Sea stories', 'Florida', 'Fiction']",34,21,0.0390625,0.14632566015713297,0.13180839691706578,Spike,Rose
1338,Mercedes of Castile,James Fenimore Cooper,1789,1851,18,"['America -- Discovery and exploration -- Fiction', 'Columbus, Christopher -- Fiction', 'Historical fiction', 'Sea stories', 'Spain -- History -- Ferdinand and Isabella, 1479-1516 -- Fiction']",223,13,796,1597,"['America', 'Ferdinand and Isabella, 1479-1516', 'Columbus, Christopher', 'History', 'Historical fiction', 'Sea stories', 'Fiction', 'Discovery and exploration', 'Spain']",34,21,0.05829596412556054,0.15434645476867825,0.07234028325593617,Luis,Isabella
1339,Miles Wallingford,James Fenimore Cooper,1789,1851,27,"['Merchant mariners -- Fiction', 'Sea stories', 'Seafaring life -- Fiction']",213,13,639,1227,"['Sea stories', 'Seafaring life', 'Merchant mariners', 'Fiction']",34,21,0.06103286384976526,0.11853161799599282,0.08121902350010086,Lucy,Miles
1340,Ned Myers,James Fenimore Cooper,1789,1851,36,"['Myers, Ned, approximately 1793-1849', 'Seafaring life']",225,43,567,1119,"['Seafaring life', 'Myers, Ned, approximately 1793-1849']",-1,17,0.19111111111111112,0.032067206715375156,0.030912687810842717,Jack Mallet,Ned
1341,New York,James Fenimore Cooper,1789,1851,25,['New York (N.Y.)'],20,7,52,137,['New York (N.Y.)'],12,35,0.35,0.14323338608547748,0.08923446502141774,Cooper,Napoleon
1342,Oak Openings,James Fenimore Cooper,1789,1851,33,"['American fiction -- 19th century', 'Historical fiction', 'Indians of North America -- Fiction']",144,5,476,967,"['19th century', 'Indians of North America', 'American fiction', 'Historical fiction', 'Fiction']",34,21,0.034722222222222224,0.15443832259948984,0.1538951612207762,Peter,Bourdon
1343,Precaution,James Fenimore Cooper,1789,1851,42,['England -- Social life and customs -- Fiction'],214,12,818,1524,"['England', 'Social life and customs', 'Fiction']",7,21,0.056074766355140186,0.10181137093088506,0.0636837546828039,Emily,John
1344,Recollections of Europe,James Fenimore Cooper,1789,1851,22,"['France -- Description and travel', 'France -- Social life and customs']",245,60,625,1374,"['France', 'Social life and customs', 'Description and travel']",60,17,0.24489795918367346,0.045646642698387446,0.02809194896833181,Lafayette,Napoleon
1345,Satanstoe,James Fenimore Cooper,1789,1851,42,"['Antirent War, N.Y., 1839-1846 -- Fiction']",258,12,854,1649,"['Antirent War, N.Y., 1839-1846', 'Fiction']",-1,21,0.046511627906976744,0.0856107645422375,0.07756119073964289,Anneke,Herman Mordaunt
1346,Tales for Fifteen,James Fenimore Cooper,1789,1851,9,['Fiction'],59,7,160,420,['Fiction'],27,21,0.11864406779661017,0.14617417004604616,0.07219216081151955,Julia,Anna
1347,The Bravo,James Fenimore Cooper,1789,1851,51,['Venice (Italy) -- Fiction'],170,12,714,1238,"['Venice (Italy)', 'Fiction']",34,35,0.07058823529411765,0.09735997563329972,0.08295945719889906,Jacopo,Signore
1348,The Chainbearer,James Fenimore Cooper,1789,1851,34,"['Domestic fiction', 'Historical fiction', 'Hudson River Valley (N.Y. and N.J.) -- Fiction', 'New York (State) -- History -- Revolution, 1775-1783 -- Fiction', 'War stories']",422,26,1346,2001,"['History', 'Domestic fiction', 'Historical fiction', 'New York (State)', 'War stories', 'Hudson River Valley (N.Y. and N.J.)', 'Revolution, 1775-1783', 'Fiction']",34,21,0.061611374407582936,0.07927095088172184,0.054253108065951516,Littlepage,Mary
1349,The Crater,James Fenimore Cooper,1789,1851,40,"['Castaways -- Fiction', 'Didactic fiction', 'Oceania -- Fiction', 'Pacific Ocean -- Fiction', 'Sea stories', 'Utopian fiction', 'Utopias -- Fiction']",145,8,500,804,"['Utopias', 'Oceania', 'Didactic fiction', 'Castaways', 'Sea stories', 'Utopian fiction', 'Fiction', 'Pacific Ocean']",34,21,0.05517241379310345,0.17664012834409956,0.07864175779400678,Mark,Bob
