name,author,year_birth,year_death,popularity,subjects_list
Warlord of Mars,Edgar Rice Burroughs,1875,1950,336,"['Carter, John (Fictitious character) -- Fiction', 'Dejah Thoris (Fictitious character) -- Fiction', 'Mars (Planet) -- Fiction', 'Science fiction']"
Burke's Speech on Conciliation with America,Edmund Burke,1729,1797,213,"['Great Britain -- Colonies -- America -- Early works to 1800', 'United States -- Politics and government -- 1775-1783']"
Selections from the Speeches and Writings of Edmund Burke,Edmund Burke,1729,1797,389,"['Burke, Edmund, 1729-1797', 'Essays', 'Political science', 'Speeches, addresses, etc.']"
"The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 02 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 03 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 04 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 05 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 06 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 07 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 08 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 09 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 10 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 11 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
"The Works of the Right Honourable Edmund Burke, Vol. 12 (of 12)",Edmund Burke,1729,1797,80,"['Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688', 'Puritans -- England -- Clergy -- Biography']"
Thoughts on the Present Discontents,Edmund Burke,1729,1797,109,['Great Britain -- Politics and government -- 1760-1789']
A Lost Leader,Edward Phillips Oppenheim,1866,1946,15,['Detective and mystery stories']
A Maker of History,Edward Phillips Oppenheim,1866,1946,22,['Spy stories']
A Millionaire of Yesterday,Edward Phillips Oppenheim,1866,1946,20,"['Detective and mystery stories', 'Fiction']"
A Monk of Cruta,Edward Phillips Oppenheim,1866,1946,24,"['Detective and mystery stories', 'Fiction']"
A People's Man,Edward Phillips Oppenheim,1866,1946,20,['Detective and mystery stories']
A Prince of Sinners,Edward Phillips Oppenheim,1866,1946,17,"['England -- Social life and customs -- Fiction', 'Fathers and sons -- Fiction', 'Nobility -- Fiction', 'Young men -- Fiction']"
An Amiable Charlatan,Edward Phillips Oppenheim,1866,1946,25,['Detective and mystery stories']
Anna the Adventuress,Edward Phillips Oppenheim,1866,1946,15,"['Man-woman relationships -- Fiction', 'Sisters -- Fiction']"
Berenice,Edward Phillips Oppenheim,1866,1946,37,['Detective and mystery stories']
Havoc,Edward Phillips Oppenheim,1866,1946,34,"['Detective and mystery stories', 'Fiction', 'Spy stories']"
Jacob's Ladder,Edward Phillips Oppenheim,1866,1946,44,"['Detective and mystery stories', 'Fiction']"
Jeanne of the Marshes,Edward Phillips Oppenheim,1866,1946,36,"['Fiction', 'Spy stories']"
Mr. Grex of Monte Carlo,Edward Phillips Oppenheim,1866,1946,25,"['Detective and mystery stories', 'Monte-Carlo (Monaco) -- Fiction']"
Mr. Marx's Secret,Edward Phillips Oppenheim,1866,1946,14,"['Detective and mystery stories', 'Fiction']"
Mysterious Mr. Sabin,Edward Phillips Oppenheim,1866,1946,11,"['Detective and mystery stories', 'Fiction']"
Nobody's Man,Edward Phillips Oppenheim,1866,1946,29,['Detective and mystery stories']
Peter Ruff and the Double Four,Edward Phillips Oppenheim,1866,1946,24,"['Adventure stories', 'Detective and mystery stories', 'Secret societies -- Fiction']"
The Avenger,Edward Phillips Oppenheim,1866,1946,33,['Mystery fiction']
The Betrayal,Edward Phillips Oppenheim,1866,1946,31,['Detective and mystery stories']
The Black Box,Edward Phillips Oppenheim,1866,1946,67,['Detective and mystery stories']
The Box with the Broken Seals,Edward Phillips Oppenheim,1866,1946,28,['Detective and mystery stories']
The Cinema Murder,Edward Phillips Oppenheim,1866,1946,39,['Detective and mystery stories']
The Devil's Paw,Edward Phillips Oppenheim,1866,1946,42,['Detective and mystery stories']
The Double Four,Edward Phillips Oppenheim,1866,1946,27,['Secret societies -- Fiction']
The Double Life Of Mr. Alfred Burton,Edward Phillips Oppenheim,1866,1946,25,['Detective and mystery stories']
The Double Traitor,Edward Phillips Oppenheim,1866,1946,31,['Spy stories']
The Evil Shepherd,Edward Phillips Oppenheim,1866,1946,30,['Detective and mystery stories']
The Governors,Edward Phillips Oppenheim,1866,1946,18,['Detective and mystery stories']
The Great Impersonation,Edward Phillips Oppenheim,1866,1946,59,['Spy stories']
The Great Prince Shan,Edward Phillips Oppenheim,1866,1946,31,['Political fiction']
The Great Secret,Edward Phillips Oppenheim,1866,1946,51,['Detective and mystery stories']
The Hillman,Edward Phillips Oppenheim,1866,1946,23,"['Detective and mystery stories', 'Fiction']"
The Illustrious Prince,Edward Phillips Oppenheim,1866,1946,18,"['Detective and mystery stories', 'Princes -- Fiction']"
The Kingdom of the Blind,Edward Phillips Oppenheim,1866,1946,36,"['Fiction', 'Spy stories']"
The Lighted Way,Edward Phillips Oppenheim,1866,1946,45,['Detective and mystery stories']
The Lost Ambassador,Edward Phillips Oppenheim,1866,1946,20,['Spy stories']
The Malefactor,Edward Phillips Oppenheim,1866,1946,35,"['Detective and mystery stories', 'Fiction']"
The Master Mummer,Edward Phillips Oppenheim,1866,1946,13,['Detective and mystery stories']
The Mischief Maker,Edward Phillips Oppenheim,1866,1946,24,['Detective and mystery stories']
The Missioner,Edward Phillips Oppenheim,1866,1946,26,['Detective and mystery stories']
The Moving Finger,Edward Phillips Oppenheim,1866,1946,28,['Detective and mystery stories']
The New Tenant,Edward Phillips Oppenheim,1866,1946,16,['Detective and mystery stories']
The Pawns Count,Edward Phillips Oppenheim,1866,1946,31,['Detective and mystery stories']
The Profiteers,Edward Phillips Oppenheim,1866,1946,32,['Detective and mystery stories']
The Survivor,Edward Phillips Oppenheim,1866,1946,39,['Detective and mystery stories']
The Tempting of Tavernake,Edward Phillips Oppenheim,1866,1946,59,['Detective and mystery stories']
The Traitors,Edward Phillips Oppenheim,1866,1946,31,['Spy stories']
The Vanished Messenger,Edward Phillips Oppenheim,1866,1946,35,"['Detective and mystery stories', 'Fiction']"
The Wicked Marquis,Edward Phillips Oppenheim,1866,1946,13,"['Detective and mystery stories', 'Fiction']"
The Yellow Crayon,Edward Phillips Oppenheim,1866,1946,37,"['Detective and mystery stories', 'Fiction']"
The Zeppelin's Passenger,Edward Phillips Oppenheim,1866,1946,32,"['Historical fiction', 'World War, 1914-1918 -- Fiction']"
To Win the Love He Sought,Edward Phillips Oppenheim,1866,1946,13,['Detective and mystery stories']
American Boy's Life of Theodore Roosevelt,Edward Stratemeyer,1862,1930,66,"['Roosevelt, Theodore, 1858-1919 -- Juvenile literature']"
At the Fall of Port Arthur,Edward Stratemeyer,1862,1930,22,"['Russo-Japanese War, 1904-1905 -- Juvenile fiction']"
Boys of The Fort,Edward Stratemeyer,1862,1930,292,"['Historical fiction', 'Pompeii (Extinct city) -- Fiction']"
Dave Porter and His Double,Edward Stratemeyer,1862,1930,6,['Civil engineers -- Juvenile fiction']
Dave Porter and His Rivals,Edward Stratemeyer,1862,1930,19,['Boarding schools -- Juvenile fiction']
Dave Porter and the Runaways,Edward Stratemeyer,1862,1930,9,['Boarding schools -- Juvenile fiction']
Dave Porter At Bear Camp,Edward Stratemeyer,1862,1930,15,['Camps -- Juvenile fiction']
Dave Porter at Star Ranch,Edward Stratemeyer,1862,1930,22,"['Cowboys -- Juvenile fiction', 'Ranch life -- Juvenile fiction', 'West (U.S.) -- Juvenile fiction']"
Dave Porter in the Far North,Edward Stratemeyer,1862,1930,10,"['Boarding schools -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Norway -- Juvenile fiction', 'Ocean travel -- Juvenile fiction', 'Schools -- Juvenile fiction']"
Dave Porter in the Gold Fields,Edward Stratemeyer,1862,1930,27,"['Detective and mystery stories', 'Gold mines and mining -- Juvenile fiction', 'Miners -- Juvenile fiction', 'Western stories']"
Dave Porter in the South Seas,Edward Stratemeyer,1862,1930,27,"['Father and child -- Juvenile fiction', 'Missing persons -- Juvenile fiction', 'Mystery and detective stories', 'Ocean travel -- Juvenile fiction', 'Oceania -- Juvenile fiction', 'Sea stories']"
Dave Porter on Cave Island,Edward Stratemeyer,1862,1930,8,"['Burglary -- Juvenile fiction', 'Islands -- Juvenile fiction', 'Mystery and detective stories', 'Ocean travel -- Juvenile fiction', 'Sea stories', 'Thieves -- Juvenile fiction']"
Fighting in Cuban Waters,Edward Stratemeyer,1862,1930,9,"['Spanish-American War, 1898 -- Campaigns -- Cuba -- Juvenile Fiction']"
First at the North Pole,Edward Stratemeyer,1862,1930,29,"['Adventure stories', 'Arctic regions -- Discovery and exploration -- Juvenile fiction', 'North Pole -- Juvenile fiction']"
For the Liberty of Texas,Edward Stratemeyer,1862,1930,27,"['Texas -- History -- Revolution, 1835-1836 -- Fiction']"
Four Boy Hunters,Edward Stratemeyer,1862,1930,13,"['Frontier and pioneer life -- Kentucky -- Juvenile fiction', 'Hunting stories', 'Indians of North America -- Kentucky -- Juvenile fiction']"
Leo the Circus Boy,Edward Stratemeyer,1862,1930,20,"['Boy Scouts -- Juvenile fiction', 'Maine -- Juvenile fiction']"
Marching on Niagara,Edward Stratemeyer,1862,1930,12,"['Forbes Expedition against Fort Duquesne, Pa., 1758 -- Juvenile fiction', 'Forbes, John, 1710-1759 -- Juvenile fiction', 'United States -- History -- French and Indian War, 1754-1763 -- Juvenile fiction', 'War stories']"
On the Trail of Pontiac,Edward Stratemeyer,1862,1930,16,"[""Pontiac\\'s Conspiracy, 1763-1765 -- Juvenile fiction"", 'Pontiac, Ottawa Chief, -1769 -- Juvenile fiction']"
Out with Gun and Camera,Edward Stratemeyer,1862,1930,62,"['Art -- Italy -- Florence', 'Genoa (Italy) -- History', 'Tuscany (Italy) -- Description and travel']"
The Boy Land Boomer,Edward Stratemeyer,1862,1930,55,"['Africa, East -- Description and travel', 'Hunting -- Africa, East']"
The Campaign of the Jungle,Edward Stratemeyer,1862,1930,42,"['Philippines -- History -- Philippine American War, 1899-1902 -- Juvenile fiction']"
The Last Cruise of the Spitfire,Edward Stratemeyer,1862,1930,12,"['Family -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction']"
The Missing Tin Box,Edward Stratemeyer,1862,1930,23,['Australia -- Fiction']
The Mystery at Putnam Hall,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys at Big Horn Ranch,Edward Stratemeyer,1862,1930,18,"['Boarding schools -- Juvenile fiction', 'Ranches -- Juvenile fiction']"
The Rover Boys at Colby Hall,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys at College,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys at School,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys in Alaska,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys in Business,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys in Camp,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys in New York,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys in Southern Waters,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys in the Air,Edward Stratemeyer,1862,1930,37,"['Biplanes -- Juvenile fiction', 'Brothers -- Juvenile fiction', 'College students -- Juvenile fiction', 'Detective and mystery stories']"
The Rover Boys in the Jungle,Edward Stratemeyer,1862,1930,28,"['France -- History -- Revolution, 1789-1799 -- Causes', 'France -- Social conditions -- 18th century']"
The Rover Boys in the Land of Luck,Edward Stratemeyer,1862,1930,11,"['Cousins -- Juvenile fiction', 'Oil fields -- Juvenile fiction', 'Texas -- Juvenile fiction']"
The Rover Boys In The Mountains,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys on a Hunt,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys on a Tour,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Rover Boys on Land and Sea,Edward Stratemeyer,1862,1930,55,"['Africa, East -- Description and travel', 'Hunting -- Africa, East']"
The Rover Boys on Snowshoe Island,Edward Stratemeyer,1862,1930,25,"['Detective and mystery stories', 'Hunting stories']"
The Rover Boys on the Farm,Edward Stratemeyer,1862,1930,28,"['France -- History -- Revolution, 1789-1799 -- Causes', 'France -- Social conditions -- 18th century']"
The Rover Boys on the Great Lakes,Edward Stratemeyer,1862,1930,28,"['France -- History -- Revolution, 1789-1799 -- Causes', 'France -- Social conditions -- 18th century']"
The Rover Boys on the Ocean,Edward Stratemeyer,1862,1930,28,"['France -- History -- Revolution, 1789-1799 -- Causes', 'France -- Social conditions -- 18th century']"
The Rover Boys on the Plains,Edward Stratemeyer,1862,1930,28,"['France -- History -- Revolution, 1789-1799 -- Causes', 'France -- Social conditions -- 18th century']"
The Rover Boys on the River,Edward Stratemeyer,1862,1930,28,"['France -- History -- Revolution, 1789-1799 -- Causes', 'France -- Social conditions -- 18th century']"
The Rover Boys on Treasure Isle,Edward Stratemeyer,1862,1930,12,"['Brothers -- Juvenile fiction', 'Treasure troves -- Juvenile fiction', 'Yachts -- Juvenile fiction']"
The Rover Boys out West,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']"
The Young Bridge-Tender,Edward Stratemeyer,1862,1930,49,['English poetry']
